"","ID","StateProv","StationName"
"448","USW00013747 ","NC"," WARRENTON WB AP               "
"449","USW00013748 ","NC"," WILMINGTON INTL AP            "
"450","USW00013749 ","MD"," FREDERICK AF                  "
"451","USW00013750 ","VA"," NORFOLK NAS                   "
"452","USW00013751 ","MD"," ANACOSTIA NAS                 "
"453","USW00013752 ","MD"," ANNAPOLIS US NAVAL ACADEMY ASO"
"454","USW00013753 ","NJ"," ATLANTIC CITY NAS             "
"455","USW00013754 ","NC"," CHERRY POINT MCAS             "
"456","USW00013755 ","VA"," CHINCOTEAGUE NAS              "
"457","USW00013756 ","NJ"," CAPE MAY NAS                  "
"458","USW00013758 ","SC"," CHARLESTON NAS                "
"459","USW00013760 ","VA"," DAHLGREN WEAPONS LAB          "
"460","USW00013761 ","NC"," EDENTON NAAS                  "
"461","USW00013762 ","VA"," FENTRESS NAVAL AUX FLD        "
"462","USW00013764 ","DE"," GEORGETOWN-DELAWARE COASTAL AP"
"463","USW00013765 ","NC"," HARVEY POINT NAAS             "
"464","USW00013766 ","NC"," MANTEO AP                     "
"465","USW00013769 ","VA"," OCEANA NAS                    "
"466","USW00013771 ","PA"," PHILADELPHIA NAAS             "
"467","USW00013773 ","VA"," QUANTICO MCAS                 "
"468","USW00013774 ","NC"," WEEKSVILLE NAF                "
"469","USW00013775 ","NJ"," WILDWOOD NAS                  "
"470","USW00013776 ","NC"," LUMBERTON RGNL AP             "
"471","USW00013777 ","MD"," BALTIMORE CUSTOMS HOUSE       "
"472","USW00013779 ","PA"," PHILADELPHIA CITY             "
"473","USW00013780 ","VA"," RICHMOND CHIMBORAZO PK        "
"474","USW00013781 ","DE"," WILMINGTON NEW CASTLE CO AP   "
"475","USW00013782 ","SC"," DWTN CHARLESTON               "
"476","USW00013786 ","NC"," ELIZABETH CITY CGAS           "
"477","USW00013802 ","IL"," BELLEVILLE SIU RSCH           "
"478","USW00013803 ","IN"," COLUMBUS BAKALAR AP           "
"479","USW00013806 ","KY"," FT CAMPBELL AAF               "
"480","USW00013807 ","KY"," GODMAN AFBU FT KNOX           "
"481","USW00013809 ","IL"," LAWRENCEVILLE VINCENNES INTL A"
"482","USW00013810 ","KY"," LOUISVILLE BOWMAN FLD         "
"483","USW00013812 ","OH"," COLUMBUS RICKENBACKER         "
"484","USW00013813 ","OH"," WRIGHT PATTERSON AFB          "
"485","USW00013814 ","AR"," BLYTHEVILLE AFB               "
"486","USW00013815 ","GA"," ALBANY NAS                    "
"487","USW00013820 ","MS"," BILOXI KEESLER AFB            "
"488","USW00013821 ","AL"," MAXWELL FLD                   "
"489","USW00013822 ","SC"," GREENVLLE DONALDSN AFB        "
"490","USW00013824 ","GA"," SAVANNAH HUNTER FLD           "
"491","USW00013825 ","MS"," COLUMBUS AFB                  "
"492","USW00013827 ","TN"," SMYRNA AP                     "
"493","USW00013829 ","GA"," FT BENNING LAWSON FLD         "
"494","USW00013832 ","MS"," GULFPORT LAS                  "
"495","USW00013833 ","MS"," HATTIESBURG CHAIN MUNI AP     "
"496","USW00013835 ","GA"," MOULTRIE SPENCE FLD AFB       "
"497","USW00013837 ","GA"," AUGUSTA DANIEL FLD AP         "
"498","USW00013838 ","AL"," MOBILE DWTN AP                "
"499","USW00013839 ","AL"," DOTHAN RGNL AP                "
"500","USW00013840 ","OH"," WRIGHT PATTERSON AFB          "
"501","USW00013841 ","OH"," CINCINNATI                    "
"502","USW00013846 ","FL"," TYNDALL AFB                   "
"503","USW00013849 ","SC"," SUMTER SHAW AFB               "
"504","USW00013850 ","AL"," CRAIG AFB                     "
"505","USW00013853 ","GA"," SAVANNAH CHATHAM FLD AAF      "
"506","USW00013857 ","GA"," VALDOSTA MOODY AFB            "
"507","USW00013858 ","FL"," VALPARAISO EGLIN AFB          "
"508","USW00013860 ","GA"," WARNER ROBINS AFB             "
"509","USW00013861 ","GA"," WAYCROSS WSMO                 "
"510","USW00013864 ","GA"," MARIETTA DOBBINS AFB          "
"511","USW00013865 ","MS"," MERIDIAN KEY FLD              "
"512","USW00013866 ","WV"," CHARLESTON - YEAGER AP        "
"513","USW00013867 ","WV"," PARKERSBURG                   "
"514","USW00013868 ","VA"," PULASKI FAA AP                "
"515","USW00013869 ","GA"," ALBANY SW GEORGIA RGNL AP     "
"516","USW00013870 ","GA"," ALMA BACON CO AP              "
"517","USW00013871 ","AL"," ANNISTON METRO AP             "
"518","USW00013872 ","NC"," ASHEVILLE                     "
"519","USW00013873 ","GA"," ATHENS BEN EPPS AP            "
"520","USW00013874 ","GA"," ATLANTA HARTSFIELD-JACKSON INT"
"521","USW00013876 ","AL"," BIRMINGHAM AP                 "
"522","USW00013877 ","TN"," BRISTOL AP                    "
"523","USW00013878 ","GA"," BRUNSWICK-MCKINNON AP         "
"524","USW00013880 ","SC"," CHARLESTON INTL AP            "
"525","USW00013881 ","NC"," CHARLOTTE DOUGLAS AP          "
"526","USW00013882 ","TN"," CHATTANOOGA AP                "
"527","USW00013883 ","SC"," COLUMBIA                      "
"528","USW00013884 ","FL"," CRESTVIEW FAA/AP              "
"529","USW00013885 ","AL"," EVERGREEN FAA AP              "
"530","USW00013886 ","SC"," GREENVILLE DWTN AP            "
"531","USW00013889 ","FL"," JACKSONVILLE                  "
"532","USW00013891 ","TN"," KNOXVILLE AP                  "
"533","USW00013892 ","GA"," MACON                         "
"534","USW00013893 ","TN"," MEMPHIS INTL AP               "
"535","USW00013894 ","AL"," MOBILE                        "
"536","USW00013895 ","AL"," MONTGOMERY AP                 "
"537","USW00013896 ","AL"," MUSCLE SHOALS AP              "
"538","USW00013897 ","TN"," NASHVILLE INTL AP             "
"539","USW00013899 ","FL"," PENSACOLA RGNL AP             "
"540","USW00013902 ","OK"," ALTUS AFB                     "
"541","USW00013903 ","OK"," ARDMORE AFB                   "
"542","USW00013904 ","TX"," AUSTIN BERGSTROM INTL AP      "
"543","USW00013905 ","TX"," BRYAN CAA AP                  "
"544","USW00013907 ","TX"," DALLAS HENSLEY FLD AFB        "
"545","USW00013909 ","OK"," ENID VANCE AFB                "
"546","USW00013910 ","TX"," ABILENE DYESS AFB             "
"547","USW00013911 ","TX"," FT WORTH NAS                  "
"548","USW00013919 ","OK"," OKLAHOMA CITY TINKER AFB      "
"549","USW00013920 ","KS"," TOPEKA FORBES FLD             "
"550","USW00013921 ","KS"," FT LEAVENWORTH AFB            "
"551","USW00013922 ","KS"," SALINA FAA AP                 "
"552","USW00013923 ","TX"," PERRIN                        "
"553","USW00013925 ","AR"," STUTTGART MUNI AP             "
"554","USW00013926 ","TX"," GREENVILLE MUNI AP MAJORS FLD "
"555","USW00013927 ","MS"," JACKSON HAWKINS FLD           "
"556","USW00013928 ","TX"," WACO J CONNALLY AFB           "
"557","USW00013930 ","MO"," WHITEMAN AFB                  "
"558","USW00013932 ","KS"," WINFIELD STROTHER FLD AP      "
"559","USW00013934 ","LA"," ENGLAND AFB                   "
"560","USW00013935 ","LA"," ALEXANDRIA ESLER FLD          "
"561","USW00013939 ","MS"," GREENVILLE ASOS               "
"562","USW00013940 ","KS"," GREAT BEND MUNI AP            "
"563","USW00013941 ","LA"," LAKE CHARLES CHENAULT         "
"564","USW00013942 ","LA"," MONROE RGNL AP                "
"565","USW00013944 ","LA"," SHREVEPORT BARKSDALE AFB      "
"566","USW00013945 ","OK"," FT SILL POST FLD AF           "
"567","USW00013947 ","KS"," FT RILEY MARSHALL AAF         "
"568","USW00013955 ","TX"," KILEEN FT HOOD S AAF          "
"569","USW00013956 ","MS"," JACKSON 4 NW                  "
"570","USW00013957 ","LA"," SHREVEPORT                    "
"571","USW00013958 ","TX"," AUSTIN-CAMP MABRY             "
"572","USW00013959 ","TX"," WACO RGNL AP                  "
"573","USW00013960 ","TX"," DALLAS FAA AP                 "
"574","USW00013961 ","TX"," FT WORTH MEACHAM FLD          "
"575","USW00013962 ","TX"," ABILENE RGNL AP               "
"576","USW00013963 ","AR"," LITTLE ROCK AP ADAMS FLD      "
"577","USW00013964 ","AR"," FT SMITH RGNL AP              "
"578","USW00013965 ","OK"," ARDMORE FAA AP                "
"579","USW00013966 ","TX"," WICHITA FALLS MUNI AP         "
"580","USW00013967 ","OK"," OKLAHOMA CY WILL ROGERS WORLD "
"581","USW00013968 ","OK"," TULSA INTL AP                 "
"582","USW00013969 ","OK"," PONCA CITY MUNI AP            "
"583","USW00013970 ","LA"," BATON ROUGE METRO AP          "
"584","USW00013971 ","AR"," HARRISON BOONE CO AP          "
"585","USW00013972 ","TX"," TYLER POUNDS FLD              "
"586","USW00013973 ","TX"," JUNCTION KIMBLE CO AP         "
"587","USW00013975 ","OK"," GAGE AP                       "
"588","USW00013976 ","LA"," LAFAYETTE RGNL AP             "
"589","USW00013977 ","AR"," TEXARKANA WEBB FLD            "
"590","USW00013978 ","MS"," GREENWOOD LEFLORE AP          "
"591","USW00013979 ","MS"," VICKSBURG CAA AP              "
"592","USW00013980 ","KS"," ANTHONY                       "
"593","USW00013981 ","KS"," CHANUTE MARTIN JOHNSON AP     "
"594","USW00013982 ","MO"," CHILLICOTHE RADIO KCHI        "
"595","USW00013983 ","MO"," COLUMBIA WSO AP               "
"596","USW00013984 ","KS"," CONCORDIA ASOS                "
"597","USW00013985 ","KS"," DODGE CITY                    "
"598","USW00013986 ","KS"," HUTCHINSON MUNI AP            "
"599","USW00013987 ","MO"," JOPLIN RGNL AP                "
"600","USW00013988 ","MO"," KANSAS CITY DWTN AP           "
"601","USW00013989 ","KS"," EMPORIA ASOS                  "
"602","USW00013990 ","KS"," LEBO CAA AP                   "
"603","USW00013991 ","MO"," MARSHALL                      "
"604","USW00013992 ","MO"," NEW FLORENCE                  "
"605","USW00013993 ","MO"," ST JOSEPH ROSECRANS MEM AP    "
"606","USW00013994 ","MO"," ST LOUIS LAMBERT INTL AP      "
"607","USW00013995 ","MO"," SPRINGFIELD                   "
"608","USW00013996 ","KS"," TOPEKA ASOS                   "
"609","USW00013997 ","MO"," VICHY ROLLA NATL AP           "
"610","USW00013998 ","KS"," WICHITA                       "
"611","USW00013999 ","OK"," CLINTON NAS                   "
"612","USW00014601 ","ME"," DOW AFB                       "
"613","USW00014604 ","ME"," PRESQUE ISLE AP               "
"614","USW00014605 ","ME"," AUGUSTA STATE AP              "
"615","USW00014606 ","ME"," BANGOR INTL AP                "
"616","USW00014607 ","ME"," CARIBOU WFO                   "
"617","USW00014609 ","ME"," HOULTON AP                    "
"618","USW00014610 ","ME"," MILLINOCKET MUNI AP           "
"619","USW00014611 ","ME"," BRUNSWICK NAS                 "
"620","USW00014615 ","ME"," WATERVILLE LEFLEUR AP         "
"621","USW00014622 ","ME"," OLD TOWN FAA AP               "
"622","USW00014623 ","ME"," LIMESTONE LORING AFB          "
"623","USW00014657 ","MA"," GEORGES SHOALS AFS            "
"624","USW00014658 ","MA"," NANTUCKET SHOALS AFS          "
"625","USW00014702 ","MA"," BEDFORD HANSCOM FLD           "
"626","USW00014703 ","MA"," CHICOPEE FALLS WESTOVER FLD   "
"627","USW00014704 ","MA"," FALMOUTH OTIS AFB             "
"628","USW00014706 ","NJ"," MCGUIRE AFB                   "
"629","USW00014707 ","CT"," GROTON NEW LONDON AP          "
"630","USW00014708 ","NY"," MITCHELL FLD                  "
"631","USW00014710 ","NH"," MANCHESTER AP                 "
"632","USW00014711 ","PA"," MIDDLETOWN HARRISBURG INTL AP "
"633","USW00014712 ","PA"," READING RGNL AP               "
"634","USW00014714 ","NY"," STEWART FLD                   "
"635","USW00014715 ","NY"," WHEELER SACK FLD AAF          "
"636","USW00014717 ","NY"," GRIFFISS AFB                  "
"637","USW00014719 ","NY"," WESTHAMPTON GABRESKI AP       "
"638","USW00014732 ","NY"," LAGUARDIA AP                  "
"639","USW00014733 ","NY"," BUFFALO                       "
"640","USW00014734 ","NJ"," NEWARK LIBERTY INTL AP        "
"641","USW00014735 ","NY"," ALBANY INTL AP                "
"642","USW00014736 ","PA"," ALTOONA BLAIR CO AP           "
"643","USW00014737 ","PA"," ALLENTOWN LEHIGH VLY INTL AP  "
"644","USW00014738 ","NY"," BINGHAMTON WB AP              "
"645","USW00014739 ","MA"," BOSTON                        "
"646","USW00014740 ","CT"," HARTFORD-BRADLEY INTL AP      "
"647","USW00014741 ","PA"," BROOKVILLE FAA AP             "
"648","USW00014742 ","VT"," BURLINGTON INTL AP            "
"649","USW00014743 ","NY"," CANTON 4 SE                   "
"650","USW00014745 ","NH"," CONCORD ASOS                  "
"651","USW00014746 ","PA"," CURWENSVILLE WB AP            "
"652","USW00014747 ","NY"," DUNKIRK CHAUTAUQUA CO AP      "
"653","USW00014748 ","NY"," ELMIRA CORNING RGNL AP        "
"654","USW00014749 ","NY"," FT PLAIN WB AP                "
"655","USW00014750 ","NY"," GLENS FALLS AP                "
"656","USW00014751 ","PA"," HARRISBURG CAPITAL CITY AP    "
"657","USW00014752 ","CT"," HARTFORD BRAINARD FLD         "
"658","USW00014753 ","MA"," BLUE HILL LCD                 "
"659","USW00014754 ","PA"," TOBYHANNA POCONO MTN AP       "
"660","USW00014755 ","NH"," MT WASHINGTON                 "
"661","USW00014756 ","MA"," NANTUCKET MEM AP              "
"662","USW00014757 ","NY"," POUGHKEEPSIE AP               "
"663","USW00014758 ","CT"," NEW HAVEN TWEED AP            "
"664","USW00014760 ","PA"," PARK PLACE WB                 "
"665","USW00014761 ","PA"," PHILIPSBURG 8 E               "
"666","USW00014762 ","PA"," PITTSBURGH ALLEGHENY CO AP    "
"667","USW00014763 ","MA"," PITTSFIELD MUNI AP            "
"668","USW00014764 ","ME"," PORTLAND JETPORT              "
"669","USW00014765 ","RI"," PROVIDENCE                    "
"670","USW00014767 ","PA"," READING WB CITY               "
"671","USW00014768 ","NY"," ROCHESTER GTR INTL            "
"672","USW00014770 ","PA"," SELINSGROVE PENN VALLEY AP    "
"673","USW00014771 ","NY"," SYRACUSE HANCOCK INTL AP      "
"674","USW00014772 ","NY"," TICONDEROGA 3 NE              "
"675","USW00014773 ","NJ"," TRENTON                       "
"676","USW00014774 ","NY"," UTICA AP                      "
"677","USW00014775 ","MA"," WESTFIELD BARNES MUNI AP      "
"678","USW00014776 ","NH"," LEBANON CAA AP                "
"679","USW00014777 ","PA"," WILKES-BARRE/SCRANTON INTL AP "
"680","USW00014778 ","PA"," WILLIAMSPORT RGNL AP          "
"681","USW00014780 ","NJ"," LAKEHURST AP                  "
"682","USW00014781 ","MA"," AYER                          "
"683","USW00014782 ","RI"," CHARLESTOWN NAAS              "
"684","USW00014784 ","ME"," LEWISTON NAAF                 "
"685","USW00014786 ","NY"," NEW YORK FLOYD BENNETT FLD    "
"686","USW00014787 ","RI"," NEWPORT STATE AP              "
"687","USW00014788 ","RI"," QUONSET PT NAS                "
"688","USW00014789 ","MA"," SQUANTUM NAS                  "
"689","USW00014790 ","MA"," SOUTH WEYMOUTH NAS            "
"690","USW00014791 ","ME"," SANFORD                       "
"691","USW00014792 ","NJ"," TRENTON-MERCER AP             "
"692","USW00014793 ","PA"," WILLOW GROVE NAS              "
"693","USW00014794 ","RI"," WESTERLY STATE AP             "
"694","USW00014797 ","NY"," BEAR MTN WB                   "
"695","USW00014798 ","NY"," BINGHAMTON WB CITY            "
"696","USW00014799 ","RI"," BLOCK ISLAND                  "
"697","USW00014804 ","MI"," MT CLEMENS ANG BASE           "
"698","USW00014805 ","IN"," FT WAYNE BAER FLD             "
"699","USW00014806 ","IL"," RANTOUL                       "
"700","USW00014808 ","MI"," OSCODA WURTSMITH AP           "
"701","USW00014809 ","PA"," GTR PITTSBURGH AFB            "
"702","USW00014810 ","IL"," PARK RIDGE                    "
"703","USW00014812 ","PA"," MERCER WB AP                  "
"704","USW00014813 ","OH"," AKRON FULTON INTL AP          "
"705","USW00014814 ","MI"," ALPENA WWTP                   "
"706","USW00014815 ","MI"," BATTLE CREEK KELLOGG AP       "
"707","USW00014816 ","IL"," BRADFORD FAA AP               "
"708","USW00014817 ","MI"," CADILLAC                      "
"709","USW00014819 ","IL"," CHICAGO MIDWAY AP             "
"710","USW00014820 ","OH"," CLEVELAND                     "
"711","USW00014821 ","OH"," JOHN GLENN INTL AP            "
"712","USW00014822 ","MI"," DETROIT CITY AP               "
"713","USW00014823 ","OH"," EAST LIVERPOOL WB AP          "
"714","USW00014824 ","MI"," ESCANABA                      "
"715","USW00014825 ","OH"," FINDLAY AP                    "
"716","USW00014826 ","MI"," FLINT FCWOS                   "
"717","USW00014827 ","IN"," FT WAYNE INTL AP              "
"718","USW00014828 ","MI"," GLADWIN                       "
"719","USW00014829 ","IN"," GOSHEN MUNI AP                "
"720","USW00014830 ","MI"," GRAND RAPIDS WB AP            "
"721","USW00014833 ","MI"," JACKSON REYNOLDS FLD          "
"722","USW00014834 ","IL"," JOLIET                        "
"723","USW00014835 ","IN"," LAFAYETTE PURDUE UNIV AP      "
"724","USW00014836 ","MI"," LANSING CAPITAL CITY AP       "
"725","USW00014837 ","WI"," MADISON DANE CO RGNL AP       "
"726","USW00014838 ","MI"," MARQUETTE                     "
"727","USW00014839 ","WI"," MILWAUKEE MITCHELL AP         "
"728","USW00014840 ","MI"," MUSKEGON CO AP                "
"729","USW00014841 ","MI"," PELLSTON RGNL AP              "
"730","USW00014842 ","IL"," GENERAL WAYNE A DOWNING INTL A"
"731","USW00014843 ","OH"," PERRY CAA AP                  "
"732","USW00014844 ","IL"," ROCKFORD CAA AP               "
"733","USW00014845 ","MI"," SAGINAW MBS INTL AP           "
"734","USW00014846 ","OH"," SANDUSKY                      "
"735","USW00014847 ","MI"," SAULT STE MARIE SANDERSON FLD "
"736","USW00014848 ","IN"," S BEND AP                     "
"737","USW00014849 ","OH"," TOLEDO WB AP                  "
"738","USW00014850 ","MI"," TRAVERSE CY CHERRY CAPITAL AP "
"739","USW00014852 ","OH"," YOUNGSTOWN-WARREN RGNL AP     "
"740","USW00014853 ","MI"," DETROIT WILLOW RUN AP         "
"741","USW00014854 ","IN"," BUNKER HILL NAS               "
"742","USW00014855 ","IL"," GLENVIEW NAS                  "
"743","USW00014856 ","MI"," GROSSE ILE NAS                "
"744","USW00014857 ","MI"," TRAVERSE CITY                 "
"745","USW00014858 ","MI"," HANCOCK HOUGHTON CO AP        "
"746","USW00014859 ","MI"," GRAND MARAIS 2 E              "
"747","USW00014860 ","PA"," ERIE INTL AP                  "
"748","USW00014861 ","PA"," PITTSBURGH WSO CITY           "
"749","USW00014874 ","IL"," PEORIA CITY OFFICE            "
"750","USW00014880 ","IL"," CHICAGO WAUKEGAN RGNL AP      "
"751","USW00014881 ","IL"," FORT DEARBORN                 "
"752","USW00014891 ","OH"," MANSFIELD LAHM RGNL AP        "
"753","USW00014892 ","IL"," CHICAGO UNIV                  "
"754","USW00014894 ","WV"," WHEELING OHIO CO AP           "
"755","USW00014895 ","OH"," AKRON CANTON AP               "
"756","USW00014896 ","OH"," AKRON NAS                     "
"757","USW00014897 ","WI"," WAUSAU ASOS                   "
"758","USW00014898 ","WI"," GREEN BAY                     "
"759","USW00014904 ","NE"," LINCOLN AFB                   "
"760","USW00014905 ","NE"," KEARNEY MUNI AP               "
"761","USW00014910 ","MN"," ALEXANDRIA CHANDLER FLD       "
"762","USW00014912 ","ND"," DEVILS LAKE KDLR              "
"763","USW00014913 ","MN"," DULUTH                        "
"764","USW00014914 ","ND"," FARGO HECTOR INTL AP          "
"765","USW00014916 ","ND"," GRAND FORKS INTL AP           "
"766","USW00014918 ","MN"," INTL FALLS INTL AP            "
"767","USW00014919 ","ND"," JAMESTOWN MUNI AP             "
"768","USW00014920 ","WI"," LA CROSSE MUNI AP             "
"769","USW00014921 ","WI"," LONE ROCK TRI CO AP           "
"770","USW00014922 ","MN"," MINNEAPOLIS-ST PAUL INTL AP   "
"771","USW00014923 ","IL"," MOLINE QUAD CITY INTL AP      "
"772","USW00014924 ","ND"," PEMBINA                       "
"773","USW00014925 ","MN"," ROCHESTER INTL AP             "
"774","USW00014926 ","MN"," ST CLOUD RGNL AP              "
"775","USW00014927 ","MN"," ST PAUL DWTN AP               "
"776","USW00014928 ","MN"," WILLMAR AP                    "
"777","USW00014929 ","SD"," ABERDEEN                      "
"778","USW00014930 ","IA"," ATLANTIC CAA AP               "
"779","USW00014931 ","IA"," BURLINGTON MUNI AP            "
"780","USW00014932 ","IA"," DAVENPORT L&D 15              "
"781","USW00014933 ","IA"," DES MOINES INTL AP            "
"782","USW00014934 ","IA"," DUBUQUE RIVER                 "
"783","USW00014935 ","NE"," GRAND IS CNTRL NE RGNL AP     "
"784","USW00014936 ","SD"," HURON RGNL AP                 "
"785","USW00014937 ","IA"," IOWA CITY MUNI AP             "
"786","USW00014938 ","MO"," KIRKSVILLE RGNL AP            "
"787","USW00014939 ","NE"," LINCOLN AP                    "
"788","USW00014940 ","IA"," MASON CITY MUNI AP            "
"789","USW00014941 ","NE"," NORFOLK KARL STEFAN MEM AP    "
"790","USW00014942 ","NE"," OMAHA EPPLEY AIRFIELD         "
"791","USW00014943 ","IA"," SIOUX CITY AP                 "
"792","USW00014944 ","SD"," SIOUX FALLS                   "
"793","USW00014945 ","MO"," TARKIO                        "
"794","USW00014946 ","SD"," WATERTOWN RGNL AP             "
"795","USW00014947 ","MN"," MINNEAPOLIS NAS               "
"796","USW00014948 ","IA"," OTTUMWA NAS                   "
"797","USW00014949 ","NE"," BELLEVUE OFFUTT AFB           "
"798","USW00014950 ","IA"," OTTUMWA IND AP                "
"799","USW00014954 ","MN"," MANKATO MUNI AP               "
"800","USW00014966 ","IA"," NE IOWA RGNL AP               "
"801","USW00014971 ","NE"," LINCOLN UNIV PWR PLT          "
"802","USW00014972 ","IA"," SPENCER MUNI AP               "
"803","USW00014989 ","NE"," YORK                          "
"804","USW00014990 ","IA"," CEDAR RAPIDS MUNI AP          "
"805","USW00014991 ","WI"," CHIPPEWA VALLEY RGNL AP       "
"806","USW00014992 ","MN"," REDWOOD FALLS MUNI AP         "
"807","USW00014993 ","IA"," LAMONI                        "
"808","USW00014994 ","NE"," LEXINGTON KELLY FLD           "
"809","USW00014995 ","WI"," GRANTSBURG                    "
"810","USW00021503 ","HI"," HILO NAS                      "
"811","USW00021504 ","HI"," HILO INTL AP 87               "
"812","USW00021508 ","HI"," BRADSHAW AAF                  "
"813","USW00021510 ","HI"," KAILUA KONA KE-AHOLE AP       "
"814","USW00021514 ","HI"," MAUNA LOA 5 NNE               "
"815","USW00021515 ","HI"," HILO 5 S                      "
"816","USW00022001 ","TX"," DEL RIO LAUGHLIN AFB          "
"817","USW00022004 ","TX"," DEL RIO WB CITY               "
"818","USW00022010 ","TX"," DEL RIO INTL AP               "
"819","USW00022016 ","TX"," PANTHER JUNCTION 2 N          "
"820","USW00022501 ","HI"," BARKING SANDS                 "
"821","USW00022504 ","HI"," HICKAM AFB                    "
"822","USW00022508 ","HI"," WHEELER AAF 810.1             "
"823","USW00022514 ","HI"," BARBERS POINT NAS             "
"824","USW00022515 ","HI"," EWA MCAS                      "
"825","USW00022516 ","HI"," KAHULUI AP                    "
"826","USW00022517 ","HI"," HICKMAN FLD                   "
"827","USW00022519 ","HI"," KANEOHE BAY MCAS              "
"828","USW00022521 ","HI"," HONOLULU INTL AP              "
"829","USW00022522 ","HI"," HONOLULU SUBSTN 407           "
"830","USW00022525 ","HI"," PUUNENE                       "
"831","USW00022526 ","HI"," PORT ALLEN                    "
"832","USW00022534 ","HI"," MOLOKAI KAUNAKAKAI MOLOKAI AP "
"833","USW00022536 ","HI"," LIHUE WSO AP 1020.1           "
"834","USW00022551 ","HI"," EWA KALAELOA AP               "
"835","USW00022602 ","HI"," FRNCH FRIGAT SHS NAS          "
"836","USW00022703 ","UM"," MIDWAY ISLAND                 "
"837","USW00023002 ","NM"," HOLLOMAN AFB                  "
"838","USW00023004 ","NM"," KIRTLAND AFB                  "
"839","USW00023005 ","TX"," WEBB AFB                      "
"840","USW00023007 ","TX"," CHILDRESS MUNI AP             "
"841","USW00023008 ","NM"," CLOVIS CANNON AFB             "
"842","USW00023009 ","NM"," ROSWELL IND AIR PK            "
"843","USW00023012 ","CO"," DENVER LOWRY AFB              "
"844","USW00023017 ","TX"," SAN ANGELO GOODFELLOW AFB     "
"845","USW00023019 ","TX"," BIGGS AFB                     "
"846","USW00023020 ","KS"," LIBERAL MUNI AP               "
"847","USW00023021 ","TX"," REESE AFB                     "
"848","USW00023023 ","TX"," MIDLAND ODESSA                "
"849","USW00023034 ","TX"," SAN ANGELO                    "
"850","USW00023036 ","CO"," AURORA BUCKLEY FLD ANGB       "
"851","USW00023039 ","NM"," LAS CRUCES WHITE SANDS MISSILE"
"852","USW00023040 ","TX"," WINK FAA AP                   "
"853","USW00023041 ","TX"," BIG SPRING                    "
"854","USW00023042 ","TX"," LUBBOCK                       "
"855","USW00023043 ","NM"," ROSWELL MUNI AP               "
"856","USW00023044 ","TX"," EL PASO INTL AP               "
"857","USW00023045 ","NM"," RODEO CAA AP                  "
"858","USW00023046 ","NM"," ENGLE CAA AP                  "
"859","USW00023047 ","TX"," AMARILLO                      "
"860","USW00023048 ","NM"," TUCUMCARI MUNI AP             "
"861","USW00023049 ","NM"," SANTA FE CO MUNI AP           "
"862","USW00023050 ","NM"," ALBUQUERQUE INTL AP           "
"863","USW00023051 ","NM"," CLAYTON MUNI AIR PK           "
"864","USW00023052 ","NM"," RATON MUNI CREWS FLD AP       "
"865","USW00023053 ","TX"," PAMPA WB AP                   "
"866","USW00023054 ","NM"," LAS VEGAS MUNI AP             "
"867","USW00023055 ","TX"," PINE SPGS GUADALUPE MOUNTAINS "
"868","USW00023056 ","NM"," OTTO FAA AP                   "
"869","USW00023057 ","NM"," ACOMITA CAA AP                "
"870","USW00023058 ","NM"," COLUMBUS                      "
"871","USW00023059 ","TX"," SALT FLAT CAA AP              "
"872","USW00023060 ","NM"," EL MORRO CAA AP               "
"873","USW00023061 ","CO"," ALAMOSA-BERGMAN FLD           "
"874","USW00023062 ","CO"," DENVER-STAPLETON              "
"875","USW00023063 ","CO"," EAGLE FAA AP                  "
"876","USW00023064 ","KS"," GARDEN CITY RGNL AP           "
"877","USW00023065 ","KS"," GOODLAND                      "
"878","USW00023066 ","CO"," GRAND JUNCTION WALKER FLD     "
"879","USW00023067 ","CO"," LA JUNTA MUNI AP              "
"880","USW00023068 ","CO"," PUEBLO                        "
"881","USW00023070 ","CO"," TRINIDAD AP                   "
"882","USW00023072 ","TX"," CLARENDON                     "
"883","USW00023077 ","NM"," CLOVIS MUNICIPAL AP           "
"884","USW00023078 ","NM"," DEMING MUNI AP                "
"885","USW00023080 ","TX"," EL PASO                       "
"886","USW00023081 ","NM"," GALLUP MUNI AP                "
"887","USW00023090 ","NM"," FARMINGTON FOUR CORNERS RGNL A"
"888","USW00023091 ","TX"," FT STOCKTON PECOS CO AP       "
"889","USW00023104 ","AZ"," PHOENIX                       "
"890","USW00023109 ","AZ"," DAVIS MONTHAN AFB             "
"891","USW00023110 ","CA"," LEMOORE REEVES NAS            "
"892","USW00023111 ","AZ"," PHOENIX LUKE AFB              "
"893","USW00023112 ","NV"," LAS VEGAS NELLIS AFB          "
"894","USW00023114 ","CA"," EDWARDS AFB                   "
"895","USW00023118 ","NV"," STEAD AFB                     "
"896","USW00023119 ","CA"," MARCH AFB                     "
"897","USW00023122 ","CA"," NORTON AFB                    "
"898","USW00023129 ","CA"," LONG BEACH DAUGHERTY AP       "
"899","USW00023130 ","CA"," VAN NUYS AP                   "
"900","USW00023131 ","CA"," VICTORVILLE SO CA AP          "
"901","USW00023136 ","CA"," CAMARILLO AP                  "
"902","USW00023141 ","NV"," INDIAN SPRINGS                "
"903","USW00023152 ","CA"," BURBANK GLENDALE PASADENA AP  "
"904","USW00023153 ","NV"," TONOPAH AP                    "
"905","USW00023154 ","NV"," ELY AP                        "
