item_name,animal_categories,reasoning,vegan,vegetarian,mpbamodifiable
French Tacos,[],No animal products detected in name,True,True,False
Guacamole,[],No animal products detected in name,True,True,False
Pupusa Popup,[],No animal products detected in name,True,True,False
Queso,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Springtime Burrito,[],No animal products detected in name,True,True,False
Street Corn,[],No animal products detected in name,True,True,False
Tabbouleh,[],No animal products detected in name,True,True,False
Taco Kits,[],No animal products detected in name,True,True,False
Poultry Mexican,['unfried_chicken'],Contains meat,False,False,False
Shellfish Mexican,[],Contains fish/shellfish,False,False,False
Broccolini,[],No animal products detected in name,True,True,False
Brussels Sprouts,[],No animal products detected in name,True,True,False
Butter Beans,[],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Butternut Squash,[],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Carrot Asparagus W Tiger Sauce,[],No animal products detected in name,True,True,False
Charred Baby Vidalia,[],No animal products detected in name,True,True,False
"Charred Corn, Tom. Vidalia",[],No animal products detected in name,True,True,False
Charred Vidalia,[],No animal products detected in name,True,True,False
Charred Vidalia Onion,[],No animal products detected in name,True,True,False
Chickpeas,[],No animal products detected in name,True,True,False
Chinese Tomato Stir Fry,[],No animal products detected in name,True,True,False
Cornbread,[],No animal products detected in name,True,True,False
Fennel Radish,[],No animal products detected in name,True,True,False
Georgia Lady Peas (Family Size),[],No animal products detected in name,True,True,False
Grilled Cornbread,[],No animal products detected in name,True,True,False
Local Lettuce Radish,[],No animal products detected in name,True,True,False
Roasted Beet Goat Yogurt,[],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Roasted Beets,[],No animal products detected in name,True,True,False
Roasted Chickpeas,[],No animal products detected in name,True,True,False
Roasted Vidalia Onion,[],No animal products detected in name,True,True,False
Roasted Vidalia Onion Fennel,[],No animal products detected in name,True,True,False
Roasted Vidalia Onion Peas,[],No animal products detected in name,True,True,False
Roasted Vidalia Onion Radish,[],No animal products detected in name,True,True,False
Seasonal Vegetable,[],No animal products detected in name,True,True,False
Seasonal Vegetable Side,[],No animal products detected in name,True,True,False
Side Chips,[],No animal products detected in name,True,True,False
Side Of Asian Slaw,[],No animal products detected in name,True,True,False
Side Of White Rice,[],No animal products detected in name,True,True,False
Side Slaw,[],No animal products detected in name,True,True,False
Sides,[],No animal products detected in name,True,True,False
Slaw,[],No animal products detected in name,True,True,False
"Smoked Corn, Tom. Vidalia",[],No animal products detected in name,True,True,False
Stir Fry,[],No animal products detected in name,True,True,False
Summertime Succotash,[],No animal products detected in name,True,True,False
Sweet Peas Bronze Fennel,[],No animal products detected in name,True,True,False
Vidalia Bulb,[],No animal products detected in name,True,True,False
Pork Sides,[],Contains meat,False,False,False
Vegan Sides,[],Explicitly marked vegan,True,True,False
Beef Entrees,[],Contains meat,False,False,False
Frog Legs,[],No animal products detected in name,True,True,False
Market Pot Pie,[],No animal products detected in name,True,True,False
Market Stroganoff,[],No animal products detected in name,True,True,False
Meatloaf,['ground_meat'],Contains meat,False,False,False
Moussaka,[],No animal products detected in name,True,True,False
Pot Roast,[],No animal products detected in name,True,True,False
Stuffed Bell Pepper,[],No animal products detected in name,True,True,False
Poultry Entrees,['unfried_chicken'],Contains meat,False,False,False
Pork Entrees,[],Contains meat,False,False,False
Lamb Entrees,['lamb'],Contains meat,False,False,False
Soup,[],No animal products detected in name,True,True,False
Poultry Soup,['unfried_chicken'],Contains meat,False,False,False
Vegan Soup,[],Explicitly marked vegan,True,True,False
Be Mine Appetizer,[],No animal products detected in name,True,True,False
Chop N Eggs,['egg'],Contains dairy or egg,False,True,False
Curry,[],No animal products detected in name,True,True,False
Event Pimento (1),[],No animal products detected in name,True,True,False
Farm Plate,[],No animal products detected in name,True,True,False
Open Item,[],No animal products detected in name,True,True,False
Proteins,[],No animal products detected in name,True,True,False
Shakshuka Cream,"['egg', 'sweet_dairy']",Contains dairy or egg,False,True,False
Thai Wheat Cup,[],No animal products detected in name,True,True,False
One Pound Of Jenchan'S Smoked Pastured Chicken Salad,['unfried_chicken'],Contains meat; protein likely substitutable,False,False,False
Eggplant Shakshuka,[],No animal products detected in name,True,True,False
Special: Fish Chips,[],Contains fish/shellfish,False,False,False
catering_takeout,[],Catering and takeout items - varies by content,False,False,False
