Week,Big Bob Bratwurst,Warm Bavarian Pretzel,Hans Jalapeno & Cheddar,Helgas Giant Kelbassi,Big City Beef Frank,German Potato Salad,Organic Chicken,Potato Chips,Veggie Wurst,Dirtyface Beer Wurst,Turkey Dog,Weisswurst,Beyond Sausage,Bavarian Cream Of Potato Soup,Chili Con Carne,Soup,Currywurst,Chicken,Bockwurst,Vegan Soup,Add Ons,Veggie Soup,Chili,Vegan Chili,Gingerbread Cookie,Apple Slices,Smoked Chicken & Apple,Chicken Sausage,Spinach Organic Chicken,Large Sauerkraut - 8Oz Bowl,Italian Organic Chicken,Gluten Free Bun,Organic Chicken Sausage,Mediterranean Chicken Sausage,Curt'S Currywurst
2021-05-30 00:00:00-07:00,1020.0,836.0,249.0,214.0,187.0,190.0,121.0,87.0,63.0,250.0,83.0,60.0,55.0,72.0,33.0,,,,,46.0,11.0,,,,,,,,,5.0,,,,,
2021-06-06 00:00:00-07:00,1024.0,702.0,338.0,251.0,210.0,195.0,144.0,79.0,80.0,264.0,48.0,105.0,46.0,70.0,25.0,,,,,26.0,3.0,,,,,,,,,2.0,,,,,
2021-06-13 00:00:00-07:00,693.0,624.0,164.0,154.0,118.0,125.0,93.0,67.0,66.0,174.0,48.0,70.0,36.0,75.0,27.0,,,,,36.0,5.0,,,,,,,,,1.0,,,,,
2021-06-20 00:00:00-07:00,1112.0,786.0,307.0,249.0,175.0,223.0,152.0,75.0,71.0,289.0,73.0,125.0,65.0,93.0,23.0,,,,,35.0,4.0,,,,,,,,,4.0,,1.0,,,
2021-06-27 00:00:00-07:00,764.0,542.0,219.0,186.0,166.0,189.0,125.0,106.0,81.0,104.0,79.0,91.0,51.0,30.0,30.0,,,,,31.0,9.0,,,,,,,,,9.0,,,,,
2021-07-04 00:00:00-07:00,1096.0,709.0,301.0,220.0,188.0,198.0,163.0,93.0,66.0,,105.0,95.0,64.0,31.0,19.0,,,,,24.0,3.0,,,,,,,,,14.0,,,,,
2021-07-11 00:00:00-07:00,1202.0,794.0,253.0,213.0,183.0,25.0,145.0,42.0,72.0,,65.0,111.0,48.0,52.0,22.0,,,,,22.0,3.0,,,,,,,,,10.0,,,,,
2021-07-18 00:00:00-07:00,917.0,806.0,257.0,243.0,238.0,,142.0,110.0,74.0,,81.0,95.0,62.0,77.0,32.0,,,,,32.0,4.0,,,,,,,,,16.0,,,,,
2021-07-25 00:00:00-07:00,814.0,817.0,205.0,136.0,195.0,,79.0,113.0,65.0,,97.0,68.0,43.0,71.0,31.0,,,,,5.0,7.0,,,,,,,,,22.0,,,,,
2021-08-01 00:00:00-07:00,1210.0,1039.0,335.0,213.0,292.0,,169.0,168.0,100.0,,79.0,67.0,81.0,87.0,23.0,,,,,20.0,4.0,,,,,,,,,15.0,,,,,
2021-08-08 00:00:00-07:00,1127.0,831.0,289.0,198.0,224.0,3.0,149.0,9.0,72.0,,48.0,88.0,54.0,18.0,4.0,,,,,4.0,,,,,,,,,,,,,,,
2021-08-15 00:00:00-07:00,688.0,814.0,204.0,143.0,194.0,103.0,103.0,71.0,82.0,,44.0,69.0,24.0,38.0,10.0,,,,,9.0,3.0,,,,,,,,,4.0,,,,,
2021-08-22 00:00:00-07:00,893.0,769.0,239.0,210.0,171.0,169.0,154.0,138.0,66.0,,51.0,84.0,49.0,91.0,32.0,,,,,21.0,27.0,,,,,,,,,5.0,,1.0,,,
2021-08-29 00:00:00-07:00,722.0,745.0,249.0,227.0,178.0,247.0,138.0,162.0,68.0,,86.0,106.0,46.0,92.0,32.0,,,,,44.0,32.0,,,,,,,,,7.0,,1.0,,,
2021-09-05 00:00:00-07:00,1040.0,742.0,280.0,150.0,182.0,99.0,128.0,73.0,97.0,,61.0,76.0,77.0,52.0,15.0,,,,,17.0,2.0,,,,,,,,,5.0,,,,,
2021-09-12 00:00:00-07:00,1071.0,1145.0,240.0,174.0,193.0,187.0,101.0,155.0,113.0,,90.0,69.0,65.0,132.0,37.0,,,,,33.0,21.0,,,,,,,,,25.0,,,,,
2021-09-19 00:00:00-07:00,1274.0,496.0,301.0,237.0,131.0,184.0,146.0,85.0,51.0,,48.0,115.0,65.0,134.0,40.0,,,,,34.0,5.0,,,,,,,,,7.0,,,,,
2021-09-26 00:00:00-07:00,918.0,677.0,185.0,167.0,177.0,150.0,80.0,109.0,78.0,,51.0,67.0,59.0,82.0,29.0,,,,,8.0,26.0,,,,,,,,,8.0,,,,,
2021-10-03 00:00:00-07:00,209.0,514.0,16.0,10.0,74.0,168.0,9.0,116.0,46.0,,39.0,7.0,7.0,147.0,44.0,,,,,2.0,11.0,,,,,,,,,12.0,,1.0,,,
2021-10-10 00:00:00-07:00,1368.0,970.0,292.0,233.0,178.0,223.0,154.0,147.0,79.0,,69.0,116.0,58.0,179.0,62.0,,,,,,21.0,,,,,,,,,21.0,,2.0,,,
2021-10-17 00:00:00-07:00,810.0,561.0,231.0,183.0,108.0,162.0,96.0,124.0,79.0,,53.0,67.0,35.0,137.0,37.0,,,,,,14.0,,,,,,,,,1.0,,1.0,,,
2021-10-24 00:00:00-07:00,849.0,738.0,243.0,173.0,125.0,61.0,87.0,31.0,62.0,,20.0,53.0,44.0,58.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
2021-10-31 00:00:00-07:00,767.0,502.0,230.0,164.0,102.0,82.0,86.0,51.0,60.0,,41.0,69.0,44.0,77.0,36.0,,,,,27.0,5.0,,,,,,,,,1.0,,,,,
2021-11-07 00:00:00-07:00,659.0,384.0,221.0,124.0,96.0,99.0,93.0,89.0,41.0,,45.0,68.0,28.0,108.0,34.0,,,,,46.0,27.0,,,,,,,,,,,,,,
2021-11-14 00:00:00-08:00,855.0,599.0,255.0,132.0,102.0,66.0,85.0,59.0,35.0,,45.0,48.0,38.0,118.0,23.0,,,,,29.0,20.0,,,,,,,,,,,,,,
2021-11-21 00:00:00-08:00,632.0,431.0,221.0,131.0,133.0,6.0,79.0,,44.0,,12.0,43.0,26.0,41.0,14.0,,,,,11.0,,,,,,,,,,,,,,,
2021-11-28 00:00:00-08:00,1304.0,1103.0,335.0,280.0,268.0,132.0,177.0,151.0,131.0,,113.0,72.0,70.0,237.0,77.0,,,,,72.0,33.0,,,,,,,,,,,1.0,,,
2021-12-05 00:00:00-08:00,1335.0,1068.0,443.0,201.0,190.0,98.0,116.0,95.0,87.0,,83.0,60.0,61.0,178.0,64.0,,,,,12.0,26.0,,,,,,,,,,,,,,
2021-12-12 00:00:00-08:00,1095.0,831.0,316.0,244.0,288.0,88.0,124.0,103.0,57.0,,98.0,71.0,63.0,219.0,65.0,,,,,21.0,22.0,,,,,,,,,,,1.0,,,
2021-12-19 00:00:00-08:00,1340.0,613.0,390.0,273.0,120.0,109.0,140.0,134.0,66.0,,92.0,78.0,55.0,272.0,85.0,,,,,89.0,28.0,,,,,,,,,1.0,,,,,
2021-12-26 00:00:00-08:00,1276.0,1196.0,369.0,251.0,259.0,69.0,137.0,64.0,112.0,,83.0,51.0,50.0,150.0,77.0,,,,,8.0,18.0,,,,,,,,,,,,,,
2022-01-02 00:00:00-08:00,1472.0,871.0,388.0,255.0,271.0,83.0,159.0,104.0,83.0,,128.0,79.0,52.0,250.0,92.0,,,,,26.0,67.0,,,,,,,,,,,1.0,,,
2022-01-09 00:00:00-08:00,289.0,74.0,127.0,98.0,25.0,22.0,55.0,4.0,13.0,,14.0,26.0,8.0,55.0,16.0,,,,,8.0,4.0,,,,,,,,,,,,,,
2022-01-16 00:00:00-08:00,488.0,580.0,160.0,118.0,109.0,53.0,58.0,38.0,56.0,,39.0,39.0,15.0,79.0,19.0,,,,,21.0,8.0,,,,,,,,,,,,,,
2022-01-23 00:00:00-08:00,627.0,516.0,274.0,170.0,95.0,8.0,93.0,,61.0,,13.0,57.0,13.0,13.0,2.0,,,,,2.0,,,,,,,,,,,,,,,
2022-01-30 00:00:00-08:00,459.0,517.0,111.0,83.0,130.0,18.0,53.0,25.0,34.0,,21.0,15.0,24.0,35.0,13.0,,,,,12.0,3.0,,,,,,,,,,,,,,
2022-02-06 00:00:00-08:00,356.0,301.0,189.0,98.0,76.0,39.0,49.0,46.0,28.0,,30.0,44.0,11.0,82.0,23.0,,,,,20.0,14.0,,,,,,,,,,,,,,
2022-02-13 00:00:00-08:00,764.0,350.0,207.0,164.0,79.0,81.0,102.0,75.0,38.0,,58.0,59.0,28.0,111.0,32.0,,,,,38.0,13.0,,,,,,,,,,,,,,
2022-02-20 00:00:00-08:00,589.0,769.0,185.0,136.0,177.0,109.0,63.0,156.0,78.0,,74.0,42.0,38.0,123.0,37.0,,,,,36.0,26.0,,,,,,,,,1.0,,1.0,,,
2022-02-27 00:00:00-08:00,936.0,675.0,288.0,215.0,183.0,124.0,139.0,153.0,54.0,,53.0,76.0,36.0,135.0,79.0,,,,,52.0,30.0,,,,,,,,,,,1.0,,,
2022-03-06 00:00:00-08:00,245.0,2.0,123.0,93.0,5.0,71.0,41.0,114.0,2.0,,34.0,23.0,17.0,78.0,28.0,,,,,42.0,16.0,,,,,,,,,,,,,,
2022-03-13 00:00:00-08:00,795.0,634.0,266.0,188.0,156.0,81.0,101.0,47.0,71.0,,39.0,50.0,43.0,70.0,21.0,,,,,22.0,8.0,,,,,,,,,,,1.0,,,
2022-03-20 00:00:00-07:00,875.0,432.0,295.0,222.0,77.0,117.0,130.0,111.0,43.0,,45.0,63.0,45.0,132.0,33.0,,,,,44.0,17.0,,,,,,,,,,,1.0,,,
2022-03-27 00:00:00-07:00,803.0,573.0,217.0,203.0,143.0,159.0,87.0,108.0,79.0,,69.0,62.0,47.0,132.0,31.0,,,,,46.0,14.0,,,,,,,,,,,,,,
2022-04-03 00:00:00-07:00,446.0,721.0,110.0,95.0,166.0,87.0,44.0,65.0,73.0,,29.0,23.0,23.0,48.0,8.0,,,,,20.0,4.0,,,,,,,,,18.0,,,,,
2022-04-10 00:00:00-07:00,668.0,772.0,220.0,124.0,158.0,121.0,80.0,167.0,46.0,,88.0,45.0,33.0,127.0,46.0,,,,,38.0,59.0,,,,,,,,,,,,,,
2022-04-17 00:00:00-07:00,765.0,744.0,233.0,177.0,210.0,131.0,93.0,99.0,99.0,,90.0,40.0,43.0,146.0,53.0,,,,,45.0,25.0,,,,,,,,,,,1.0,,,
2022-04-24 00:00:00-07:00,855.0,467.0,256.0,219.0,100.0,72.0,130.0,32.0,35.0,,36.0,73.0,48.0,62.0,18.0,,,,,13.0,4.0,,,,,,,,,,,,,,
2022-05-01 00:00:00-07:00,977.0,734.0,227.0,133.0,138.0,55.0,90.0,21.0,88.0,,21.0,70.0,42.0,29.0,3.0,,,,,12.0,3.0,,,,,,,,,,,,,,
2022-05-08 00:00:00-07:00,870.0,714.0,213.0,178.0,155.0,162.0,79.0,104.0,104.0,,88.0,52.0,49.0,110.0,35.0,,,,,40.0,17.0,,,,,,,,,,,,,,
2022-05-15 00:00:00-07:00,357.0,488.0,173.0,106.0,111.0,170.0,82.0,171.0,62.0,,47.0,47.0,21.0,108.0,38.0,,,,,49.0,14.0,,,,,,,,,,,1.0,,,
2022-05-22 00:00:00-07:00,892.0,586.0,262.0,133.0,129.0,215.0,89.0,115.0,62.0,,82.0,65.0,41.0,1.0,46.0,,,,,,45.0,,,,,,,,,,,,,,
2022-05-29 00:00:00-07:00,1054.0,871.0,244.0,163.0,161.0,190.0,99.0,180.0,23.0,,85.0,43.0,81.0,3.0,58.0,,,,,,42.0,,,9.0,,,,,,,,,,,
2022-06-05 00:00:00-07:00,1066.0,879.0,296.0,259.0,141.0,196.0,160.0,183.0,,,81.0,58.0,155.0,11.0,60.0,,,,,,22.0,,,43.0,,,,,,3.0,,1.0,,,
2022-06-12 00:00:00-07:00,1114.0,567.0,292.0,233.0,142.0,94.0,103.0,96.0,23.0,,36.0,84.0,110.0,3.0,25.0,,,,,,2.0,,,17.0,,,,,,,,,,,
2022-06-19 00:00:00-07:00,747.0,893.0,334.0,157.0,164.0,72.0,139.0,144.0,103.0,,62.0,76.0,35.0,22.0,74.0,,,,,,30.0,,,46.0,,,,,,,,,,,
2022-06-26 00:00:00-07:00,832.0,802.0,297.0,203.0,204.0,302.0,154.0,198.0,89.0,,121.0,80.0,65.0,12.0,43.0,,,,,,50.0,,,34.0,,,,,,,,2.0,,,
2022-07-03 00:00:00-07:00,918.0,853.0,379.0,226.0,212.0,206.0,222.0,159.0,122.0,,85.0,87.0,58.0,9.0,62.0,,,,,,29.0,,,55.0,,,,,,,,,,,
2022-07-10 00:00:00-07:00,925.0,300.0,358.0,265.0,172.0,234.0,146.0,142.0,94.0,,95.0,95.0,64.0,7.0,6.0,,,,,,32.0,,,26.0,,,,,,,,,,,
2022-07-17 00:00:00-07:00,979.0,945.0,287.0,254.0,201.0,264.0,152.0,121.0,75.0,,78.0,75.0,58.0,20.0,65.0,,,,,,30.0,,,22.0,,,,,,,,,,,
2022-07-24 00:00:00-07:00,1067.0,1028.0,359.0,206.0,260.0,304.0,201.0,171.0,26.0,,86.0,116.0,89.0,4.0,65.0,,,,,,21.0,,,25.0,,,,,,,,2.0,,,
2022-07-31 00:00:00-07:00,1322.0,1143.0,403.0,332.0,264.0,335.0,190.0,129.0,81.0,,99.0,125.0,101.0,,66.0,,,,,,34.0,,,25.0,,,,,,,,1.0,,,
2022-08-07 00:00:00-07:00,510.0,511.0,158.0,117.0,131.0,192.0,88.0,86.0,55.0,,58.0,57.0,23.0,,31.0,,,,,,24.0,,,14.0,,,,,,,,2.0,,,
2022-08-14 00:00:00-07:00,1327.0,1121.0,302.0,305.0,236.0,257.0,127.0,149.0,97.0,,123.0,91.0,67.0,,71.0,,,,,1.0,52.0,,,19.0,,,,,,,,1.0,,,
2022-08-21 00:00:00-07:00,1143.0,1084.0,288.0,272.0,186.0,331.0,180.0,173.0,102.0,,120.0,93.0,55.0,,73.0,,,,,,51.0,,,28.0,,,,,,,,2.0,,,
2022-08-28 00:00:00-07:00,924.0,633.0,285.0,266.0,173.0,157.0,162.0,85.0,93.0,,58.0,80.0,59.0,,49.0,,,,,,11.0,,,21.0,,,,,,,,1.0,,,
2022-09-04 00:00:00-07:00,668.0,906.0,182.0,187.0,100.0,181.0,76.0,90.0,62.0,,64.0,42.0,38.0,,72.0,,,,,,37.0,,,14.0,,,,,,,,,,,
2022-09-11 00:00:00-07:00,936.0,502.0,317.0,246.0,178.0,51.0,148.0,3.0,122.0,,20.0,115.0,69.0,,33.0,,,,,,1.0,,,46.0,,,,,,,,,,,
2022-09-18 00:00:00-07:00,69.0,309.0,195.0,24.0,84.0,302.0,100.0,121.0,67.0,,44.0,88.0,4.0,,24.0,,,,,,46.0,,,22.0,,,,,,,,,,,
2022-09-25 00:00:00-07:00,820.0,495.0,242.0,221.0,134.0,285.0,148.0,123.0,99.0,,40.0,87.0,63.0,,43.0,,,,,,27.0,,,36.0,,,,,,,,,,,
2022-10-02 00:00:00-07:00,357.0,236.0,195.0,80.0,86.0,262.0,120.0,115.0,61.0,,37.0,67.0,10.0,,4.0,,,,,,45.0,,,26.0,,,,,,,,,,,
2022-10-09 00:00:00-07:00,729.0,446.0,150.0,203.0,79.0,164.0,81.0,70.0,63.0,,36.0,47.0,32.0,,59.0,,,,,,18.0,,,16.0,,,,,,,,,,,
2022-10-16 00:00:00-07:00,731.0,670.0,290.0,209.0,87.0,226.0,105.0,79.0,93.0,,55.0,58.0,35.0,,42.0,,,,,,16.0,,,16.0,,,,,,,,2.0,,,
2022-10-23 00:00:00-07:00,522.0,650.0,167.0,135.0,63.0,225.0,75.0,147.0,38.0,,53.0,33.0,22.0,,79.0,,,,,,49.0,,,13.0,,,,,,,,1.0,,,
2022-10-30 00:00:00-07:00,778.0,528.0,251.0,187.0,117.0,141.0,128.0,74.0,68.0,,31.0,70.0,41.0,,73.0,,,,,,33.0,,,40.0,,,,,,,,,,,
2022-11-06 00:00:00-07:00,446.0,219.0,184.0,127.0,107.0,66.0,112.0,48.0,58.0,,24.0,40.0,26.0,,13.0,,,,,,11.0,,,32.0,,,,,,,,,,,
2022-11-13 00:00:00-08:00,550.0,423.0,175.0,147.0,66.0,119.0,61.0,88.0,54.0,,48.0,42.0,33.0,,60.0,,,,,,48.0,,,27.0,,,,,,,,,,,
2022-11-20 00:00:00-08:00,731.0,551.0,200.0,228.0,122.0,101.0,76.0,76.0,46.0,,39.0,20.0,31.0,,71.0,,,,,,31.0,,,14.0,,,,,,,,,,,
2022-11-27 00:00:00-08:00,789.0,866.0,212.0,223.0,143.0,15.0,83.0,24.0,86.0,,40.0,47.0,35.0,,140.0,,,,,,5.0,,,36.0,,,,,,,,,,,
2022-12-04 00:00:00-08:00,981.0,692.0,204.0,222.0,160.0,24.0,96.0,23.0,33.0,,38.0,35.0,40.0,,103.0,,,,,,21.0,,,19.0,,,,,,,,,,,
2022-12-11 00:00:00-08:00,873.0,793.0,361.0,222.0,213.0,91.0,144.0,26.0,87.0,,32.0,72.0,43.0,,92.0,,,,,,11.0,,,55.0,,,,,,,,,,,
2022-12-18 00:00:00-08:00,728.0,918.0,379.0,173.0,192.0,152.0,103.0,127.0,98.0,,83.0,48.0,33.0,,156.0,,,,,,46.0,,,51.0,,,,,,,,,,,
2022-12-25 00:00:00-08:00,1008.0,760.0,265.0,263.0,169.0,96.0,101.0,57.0,70.0,,66.0,44.0,28.0,,87.0,,,,,,55.0,,,29.0,,,,,,,,,,,
2023-01-01 00:00:00-08:00,1280.0,1019.0,433.0,375.0,290.0,114.0,179.0,106.0,117.0,,93.0,47.0,72.0,,175.0,,,,,,23.0,,,51.0,,,,,,,,,,,
2023-01-08 00:00:00-08:00,1251.0,1146.0,421.0,315.0,279.0,110.0,183.0,65.0,89.0,,65.0,64.0,48.0,,76.0,,,,,,24.0,,,42.0,,,,,,,,,,,
2023-01-15 00:00:00-08:00,734.0,705.0,284.0,201.0,194.0,132.0,133.0,92.0,72.0,,58.0,39.0,29.0,,127.0,,,,,,25.0,,,51.0,,,,,,,,2.0,,,
2023-01-22 00:00:00-08:00,950.0,728.0,314.0,276.0,223.0,69.0,162.0,99.0,80.0,,82.0,45.0,42.0,,77.0,,,,,,29.0,,,28.0,,,,,,,,,,,
2023-01-29 00:00:00-08:00,897.0,550.0,222.0,214.0,149.0,60.0,66.0,58.0,54.0,,52.0,20.0,41.0,,85.0,,,,,,23.0,,,23.0,,,,,,,,,,,
2023-02-05 00:00:00-08:00,798.0,493.0,193.0,224.0,117.0,66.0,60.0,42.0,67.0,,35.0,16.0,32.0,,75.0,,,,,,21.0,,,21.0,,,,,,,,,,,
2023-02-12 00:00:00-08:00,250.0,407.0,172.0,72.0,61.0,86.0,44.0,66.0,54.0,,25.0,26.0,8.0,,57.0,,,,,,20.0,,,25.0,,,,,,,,,,,
2023-02-19 00:00:00-08:00,572.0,181.0,73.0,170.0,54.0,26.0,25.0,18.0,26.0,,29.0,15.0,34.0,,87.0,,,,,,2.0,,,,,,,,,,,,,,
2023-02-26 00:00:00-08:00,487.0,684.0,203.0,111.0,141.0,140.0,32.0,126.0,54.0,,96.0,32.0,25.0,,59.0,,,,,,35.0,,,33.0,,,,,,,,1.0,,,
2023-03-05 00:00:00-08:00,350.0,289.0,106.0,95.0,45.0,80.0,47.0,56.0,19.0,,32.0,13.0,12.0,,4.0,,,,,,20.0,,,14.0,,,,,,,,,,,
2023-03-12 00:00:00-08:00,585.0,494.0,184.0,145.0,89.0,69.0,86.0,32.0,42.0,,18.0,37.0,29.0,,69.0,,,,,,11.0,,,12.0,,,,,,,,1.0,,,
2023-03-19 00:00:00-07:00,575.0,187.0,64.0,164.0,53.0,31.0,12.0,16.0,23.0,,19.0,13.0,28.0,,40.0,,,,,,13.0,,,,,,,,,,,,,,
2023-03-26 00:00:00-07:00,551.0,171.0,76.0,139.0,47.0,68.0,27.0,30.0,28.0,,21.0,16.0,41.0,,78.0,,,,,,9.0,,,3.0,,,,,,,,,,,
2023-04-02 00:00:00-07:00,914.0,925.0,343.0,280.0,219.0,134.0,156.0,62.0,118.0,,59.0,64.0,45.0,,46.0,,,,,,16.0,,,45.0,,,,,,,,,,,
2023-04-09 00:00:00-07:00,732.0,963.0,349.0,163.0,237.0,245.0,173.0,143.0,117.0,,105.0,68.0,35.0,,11.0,,,,,,26.0,,,36.0,,,,,,,,1.0,,,
2023-04-16 00:00:00-07:00,1108.0,727.0,238.0,334.0,190.0,217.0,123.0,118.0,64.0,,96.0,60.0,27.0,,38.0,,,,,,34.0,,,24.0,,,,,,,,2.0,,,
2023-04-23 00:00:00-07:00,174.0,337.0,130.0,42.0,75.0,93.0,53.0,64.0,36.0,,34.0,24.0,7.0,,63.0,,,,,,16.0,,,15.0,,,,,,,,,,,
2023-04-30 00:00:00-07:00,876.0,661.0,285.0,223.0,179.0,268.0,159.0,135.0,98.0,,65.0,67.0,49.0,,50.0,,,,,,32.0,,,22.0,,,,,,,,1.0,,,
2023-05-07 00:00:00-07:00,826.0,590.0,265.0,41.0,132.0,197.0,152.0,93.0,85.0,,45.0,56.0,52.0,,59.0,,,,,,31.0,,,30.0,,,,,,,,,,,
2023-05-14 00:00:00-07:00,928.0,495.0,201.0,163.0,143.0,126.0,103.0,58.0,76.0,,29.0,67.0,39.0,,44.0,,,,,,1.0,,,14.0,,,,,,,,,,,
2023-05-21 00:00:00-07:00,720.0,559.0,220.0,145.0,146.0,97.0,99.0,81.0,94.0,,44.0,38.0,41.0,,47.0,,,,,,23.0,,,13.0,,,,,,,,2.0,,,
2023-05-28 00:00:00-07:00,458.0,543.0,196.0,95.0,109.0,294.0,96.0,147.0,62.0,,72.0,19.0,14.0,,70.0,,,,,,30.0,,,22.0,,,,,,,,,,,
2023-06-04 00:00:00-07:00,591.0,490.0,214.0,147.0,144.0,138.0,103.0,45.0,53.0,,38.0,37.0,24.0,,85.0,,,,,,20.0,,,16.0,,,,,,,,,,,
2023-06-11 00:00:00-07:00,752.0,870.0,347.0,196.0,186.0,332.0,171.0,172.0,105.0,,76.0,73.0,38.0,,63.0,,,,,,37.0,,,29.0,,,,,,,,1.0,,,
2023-06-18 00:00:00-07:00,1080.0,854.0,355.0,288.0,199.0,238.0,170.0,88.0,103.0,,55.0,80.0,48.0,,8.0,,,,,,15.0,,,39.0,,,,,,,,1.0,,,
2023-06-25 00:00:00-07:00,1154.0,784.0,330.0,319.0,212.0,224.0,122.0,108.0,88.0,,70.0,56.0,65.0,,45.0,,,,,,32.0,,,20.0,,,,,,,,,,,
2023-07-02 00:00:00-07:00,949.0,633.0,272.0,277.0,210.0,268.0,121.0,141.0,113.0,,65.0,47.0,57.0,,65.0,,,,,,47.0,,,19.0,,,,,,,,1.0,,,
2023-07-09 00:00:00-07:00,1428.0,1063.0,424.0,342.0,325.0,358.0,211.0,156.0,149.0,,114.0,97.0,71.0,,59.0,,,,,,52.0,,,43.0,,,,,,,,1.0,,,
2023-07-16 00:00:00-07:00,314.0,322.0,125.0,106.0,90.0,255.0,73.0,118.0,33.0,,60.0,27.0,5.0,,58.0,,,,,,33.0,,,11.0,,,,,,,,,,,
2023-07-23 00:00:00-07:00,1198.0,726.0,232.0,308.0,203.0,260.0,10.0,124.0,55.0,,70.0,49.0,34.0,,12.0,,,,,,26.0,,,10.0,,,,,79.0,,79.0,,,,
2023-07-30 00:00:00-07:00,1533.0,945.0,414.0,410.0,260.0,161.0,,76.0,89.0,,85.0,61.0,61.0,,51.0,,,,,,25.0,,,30.0,,,,,142.0,,109.0,,,,
2023-08-06 00:00:00-07:00,385.0,325.0,113.0,95.0,98.0,109.0,,62.0,39.0,,40.0,11.0,11.0,,26.0,,,,,,11.0,,,,,,,,38.0,,41.0,,,,
